ID_Livro,Título,Autor,Ano,Gênero,Disponível
356,O Andar do Bêbado,Leonard Mlodinow,2008,Autoajuda e Ciência,Sim
357,A Dança Cósmica de Shiva,Fritjof Capra,1975,Autoajuda e Ciência,Sim
358,Introdução à Lógica,Irving Copi,1953,Autoajuda e Ciência,Sim
359,O Universo Elegante,Brian Greene,1999,Autoajuda e Ciência,Sim
360,Obras Completas,L. Frank Baum,1900,Ficção Científica e Fantasia,Sim
361,Obras Completas,Patrick Rothfuss,2011,Ficção Científica e Fantasia,Sim
362,Sombra e Ossos: Ruína e Ascensão,Leigh Bardugo,2014,Ficção Científica e Fantasia,Sim
363,Six of Crows: Sangue e Mentiras,Leigh Bardugo,2015,Ficção Científica e Fantasia,Sim
364,Obras Completas,Florbela Espanca,1920,Literatura,Sim
365,O Quinze,Rachel de Queiroz,1930,Literatura,Sim
366,"Gabriela, Cravo e Canela",Jorge Amado,1958,Literatura,Sim
367,Capitães da Areia,Jorge Amado,1937,Literatura,Sim
368,O Tempo e o Vento: O Retrato,Erico Verissimo,1951,Literatura,Sim
369,Obras Completas,Mário de Andrade,1928,Literatura,Sim
370,Obras Completas,Machado de Assis,1891,Literatura,Sim
371,Obras Completas,Raul Pompeia,1888,Literatura,Sim
372,O Cortiço,Aluísio Azevedo,1890,Literatura,Sim
373,Iracema,José de Alencar,1865,Literatura,Sim
374,Obras Completas,José de Alencar,1875,Literatura,Sim
375,Lucíola,José de Alencar,1862,Literatura,Sim
376,O Guarani,José de Alencar,1857,Literatura,Sim
377,Obras Completas,Ernest Hemingway,1952,Literatura,Sim
378,Obras Completas,George Orwell,1945,Literatura,Sim
379,Obras Completas,Virginia Woolf,1925,Literatura,Sim
380,Obras Completas,Carlos Fuentes,1962,Literatura,Sim
381,A História das Ideias Religiosas no Brasil,João Camilo Oliveira Torres,1968,História,Sim
382,A Formação do Federalismo no Brasil,João Camilo Oliveira Torres,1961,História,Sim
383,O Presidencialismo no Brasil,João Camilo Oliveira Torres,1974,História,Sim
384,O Positivismo no Brasil,João Camilo Oliveira Torres,1975,História,Sim
385,História Social do Brasil Vol.1,Pedro Calmon,1935,História,Sim
386,História Social do Brasil Vol.2,Pedro Calmon,1937,História,Sim
387,História Social do Brasil Vol.3,Pedro Calmon,1940,História,Sim
388,Sobrados e Mucambos,Gilberto Freyre,1936,História,Sim
389,Interpretação do Brasil,Gilberto Freyre,1947,História,Sim
390,Ordem e Progresso,Gilberto Freyre,1959,História,Sim
391,Obras Completas,Malcolm X,1965,Biografia e Memórias,Sim
392,Obras Completas,Mia Farrow,1997,Biografia e Memórias,Sim
393,Obras Completas,Barack Obama,2020,Biografia e Memórias,Sim
394,Obras Completas,Edith Eger,2017,Biografia e Memórias,Sim
395,Obras Completas,Michelle Obama,2018,Biografia e Memórias,Sim
396,Obras Completas,Brené Brown,2010,Autoajuda e Ciência,Sim
397,Obras Completas,Greg McKeown,2014,Autoajuda e Ciência,Sim
398,Obras Completas,Stephen Covey,1989,Autoajuda e Ciência,Sim
399,Obras Completas,Hal Elrod,2012,Autoajuda e Ciência,Sim
400,Obras Completas,Daniel Goleman,2013,Autoajuda e Ciência,Sim
ID_Livro,Título,Autor,Ano,Gênero,Disponível
401,Obras Completas,Frank Herbert,1965,Ficção Científica e Fantasia,Sim
402,Obras Completas,George Orwell,1949,Ficção Científica e Fantasia,Sim
403,Obras Completas,J.R.R. Tolkien,1954,Ficção Científica e Fantasia,Sim
404,Obras Completas,Isaac Asimov,1951,Ficção Científica e Fantasia,Sim
405,Obras Completas,William Gibson,1984,Ficção Científica e Fantasia,Sim
406,Obras Completas,Aldous Huxley,1932,Ficção Científica e Fantasia,Sim
407,Obras Completas,Ursula K. Le Guin,1969,Ficção Científica e Fantasia,Sim
408,Obras Completas,Douglas Adams,1979,Ficção Científica e Fantasia,Sim
409,Obras Completas,Patrick Rothfuss,2007,Ficção Científica e Fantasia,Sim
410,Obras Completas,Carl Sagan,1985,Ficção Científica e Fantasia,Sim
411,Obras Completas,Stephen King,1986,"Thriller, Suspense e Terror",Sim
412,Obras Completas,William Peter Blatty,1971,"Thriller, Suspense e Terror",Sim
413,Obras Completas,Stephen King,1977,"Thriller, Suspense e Terror",Sim
414,Obras Completas,Thomas Harris,1988,"Thriller, Suspense e Terror",Sim
415,Obras Completas,Bram Stoker,1897,"Thriller, Suspense e Terror",Sim
416,Obras Completas,Stephen King,1983,"Thriller, Suspense e Terror",Sim
417,Obras Completas,Paula Hawkins,2015,"Thriller, Suspense e Terror",Sim
418,Obras Completas,Gillian Flynn,2012,"Thriller, Suspense e Terror",Sim
419,Obras Completas,Alex Michaelides,2019,"Thriller, Suspense e Terror",Sim
420,Obras Completas,Josh Malerman,2014,"Thriller, Suspense e Terror",Sim
421,Obras Completas,Gabriel García Márquez,1967,Literatura,Sim
422,Obras Completas,Harper Lee,1960,Literatura,Sim
423,Obras Completas,F. Scott Fitzgerald,1925,Literatura,Sim
424,Obras Completas,Jane Austen,1813,Literatura,Sim
425,Obras Completas,Fiódor Dostoiévski,1866,Literatura,Sim
426,Obras Completas,Herman Melville,1851,Literatura,Sim
427,Obras Completas,Machado de Assis,1899,Literatura,Sim
428,Obras Completas,John Steinbeck,1939,Literatura,Sim
429,Obras Completas,Albert Camus,1942,Literatura,Sim
430,Obras Completas,Graciliano Ramos,1938,Literatura,Sim
431,Obras Completas,Yuval Noah Harari,2011,História,Sim
432,Obras Completas,Laurentino Gomes,2019,História,Sim
433,Obras Completas,Sérgio Buarque de Holanda,1936,História,Sim
434,Obras Completas,Deborah Dwork,2001,História,Sim
435,Obras Completas,Lilia Moritz Schwarcz,2015,História,Sim
436,Obras Completas,Karl Marx,1867,História,Sim
437,Obras Completas,Nicolau Maquiavel,1532,História,Sim
438,Obras Completas,Sun Tzu,Século V a.C.,História,Sim
439,Obras Completas,Bernard Cornwell,1993,História,Sim
440,Obras Completas,Thomas Carlyle,1837,História,Sim
441,Obras Completas,Walter Isaacson,2011,Biografia e Memórias,Sim
442,Obras Completas,Nelson Mandela,1994,Biografia e Memórias,Sim
443,Obras Completas,Malala Yousafzai,2013,Biografia e Memórias,Sim
444,Obras Completas,Anne Frank,1947,Biografia e Memórias,Sim
445,Obras Completas,John Douglas,1995,Biografia e Memórias,Sim
446,Obras Completas,Ashlee Vance,2015,Biografia e Memórias,Sim
447,Obras Completas,Adeline Yen Mah,1999,Biografia e Memórias,Sim
448,Obras Completas,Santo Agostinho,400,Biografia e Memórias,Sim
449,Obras Completas,Edith Eger,2017,Biografia e Memórias,Sim
450,Obras Completas,Barack Obama,2020,Biografia e Memórias,Sim
451,Obras Completas,Charles Duhigg,2012,Autoajuda e Ciência,Sim
452,Obras Completas,Stephen Hawking,1988,Autoajuda e Ciência,Sim
453,Obras Completas,Dale Carnegie,1936,Autoajuda e Ciência,Sim
454,Obras Completas,Carl Sagan,1980,Autoajuda e Ciência,Sim
455,Obras Completas,Susan Cain,2012,Autoajuda e Ciência,Sim
456,Obras Completas,Mark Manson,2016,Autoajuda e Ciência,Sim
457,Obras Completas,Daniel Kahneman,2011,Autoajuda e Ciência,Sim
458,Obras Completas,Stephen Hawking,2002,Autoajuda e Ciência,Sim
459,Obras Completas,Eckhart Tolle,1997,Autoajuda e Ciência,Sim
460,Obras Completas,Clarissa Pinkola Estés,1992,Autoajuda e Ciência,Sim
461,Obras Completas,Frank Herbert,1965,Ficção Científica e Fantasia,Sim
462,Obras Completas,George Orwell,1949,Ficção Científica e Fantasia,Sim
463,Obras Completas,J.R.R. Tolkien,1954,Ficção Científica e Fantasia,Sim
464,Obras Completas,Isaac Asimov,1951,Ficção Científica e Fantasia,Sim
465,Obras Completas,William Gibson,1984,Ficção Científica e Fantasia,Sim
466,Obras Completas,Aldous Huxley,1932,Ficção Científica e Fantasia,Sim
467,Obras Completas,Ursula K. Le Guin,1969,Ficção Científica e Fantasia,Sim
468,Obras Completas,Douglas Adams,1979,Ficção Científica e Fantasia,Sim
469,Obras Completas,Patrick Rothfuss,2007,Ficção Científica e Fantasia,Sim
470,Obras Completas,Carl Sagan,1985,Ficção Científica e Fantasia,Sim
471,Obras Completas,Stephen King,1986,"Thriller, Suspense e Terror",Sim
472,Obras Completas,William Peter Blatty,1971,"Thriller, Suspense e Terror",Sim
473,Obras Completas,Stephen King,1977,"Thriller, Suspense e Terror",Sim
474,Obras Completas,Thomas Harris,1988,"Thriller, Suspense e Terror",Sim
475,Obras Completas,Bram Stoker,1897,"Thriller, Suspense e Terror",Sim
476,Obras Completas,Stephen King,1983,"Thriller, Suspense e Terror",Sim
477,Obras Completas,Paula Hawkins,2015,"Thriller, Suspense e Terror",Sim
478,Obras Completas,Gillian Flynn,2012,"Thriller, Suspense e Terror",Sim
479,Obras Completas,Alex Michaelides,2019,"Thriller, Suspense e Terror",Sim
480,Obras Completas,Josh Malerman,2014,"Thriller, Suspense e Terror",Sim
481,Obras Completas,Gabriel García Márquez,1967,Literatura,Sim
482,Obras Completas,Harper Lee,1960,Literatura,Sim
483,Obras Completas,F. Scott Fitzgerald,1925,Literatura,Sim
484,Obras Completas,Jane Austen,1813,Literatura,Sim
485,Obras Completas,Fiódor Dostoiévski,1866,Literatura,Sim
486,Obras Completas,Herman Melville,1851,Literatura,Sim
487,Obras Completas,Machado de Assis,1899,Literatura,Sim
488,Obras Completas,John Steinbeck,1939,Literatura,Sim
489,Obras Completas,Albert Camus,1942,Literatura,Sim
490,Obras Completas,Graciliano Ramos,1938,Literatura,Sim
491,Obras Completas,Yuval Noah Harari,2011,História,Sim
492,Obras Completas,Laurentino Gomes,2019,História,Sim
493,Obras Completas,Sérgio Buarque de Holanda,1936,História,Sim
494,Obras Completas,Deborah Dwork,2001,História,Sim
495,Obras Completas,Lilia Moritz Schwarcz,2015,História,Sim
496,Obras Completas,Karl Marx,1867,História,Sim
497,Obras Completas,Nicolau Maquiavel,1532,História,Sim
498,Obras Completas,Sun Tzu,Século V a.C.,História,Sim
499,Obras Completas,Bernard Cornwell,1993,História,Sim
500,Obras Completas,Thomas Carlyle,1837,História,Sim
